Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1611,0.3186580612,0.0541004676,0.0061079660,0.2176982329,0.0409438905,0.1913203757,0.0905535259,0.0323698731,0.0089252862,0.0393223208
1612,0.4547128719,0.2233915310,0.0115963673,0.1432468567,0.0304627441,0.0114048708,0.0362867771,0.0511452333,0.0050925379,0.0326602099
1613,0.6787778443,0.2062603853,0.0076174565,0.0308949871,0.0229943273,0.0103336523,0.0287303257,0.0072159036,0.0006754770,0.0064996409
1614,0.5598551315,0.1313548532,0.0151380136,0.0420632754,0.0356318447,0.1408542741,0.0352122543,0.0092189568,0.0259865945,0.0046848018
1615,0.2367472657,0.0792788483,0.0229002743,0.1163082269,0.0697584581,0.1988024630,0.1301601089,0.0205269955,0.0370372622,0.0884800971
1616,0.6543873581,0.0618823263,0.0055844758,0.0616482317,0.0229337518,0.0347483558,0.1062506054,0.0088210809,0.0026159806,0.0411278336
1617,0.3772055404,0.4441505189,0.0080631620,0.0135264092,0.0287666403,0.0118263809,0.0547289387,0.0289013255,0.0185674539,0.0142636301
1618,0.0283908447,0.8047970353,0.1387714406,0.0123552542,0.0013703450,0.0077195596,0.0037131095,0.0002451600,0.0022349649,0.0004022863
1619,0.9213192029,0.0138871641,0.0013615137,0.0054334729,0.0119130672,0.0060090588,0.0158390590,0.0132262494,0.0017519534,0.0092592586
1620,0.1129101163,0.0979401577,0.0107149258,0.0238790950,0.3447517396,0.1481102466,0.1472222849,0.0028857372,0.1028884373,0.0086972596
1621,0.7688282331,0.1940696839,0.0022862770,0.0010859677,0.0036815529,0.0063295654,0.0128449168,0.0078654949,0.0011305153,0.0018777930
1622,0.5212857735,0.0199470999,0.0235593806,0.0106373676,0.1550718862,0.0383495197,0.0316707586,0.1727414418,0.0062566333,0.0204801389
1623,0.5685114615,0.3542432869,0.0296762736,0.0100538638,0.0097548923,0.0127888452,0.0053027991,0.0055105991,0.0002153057,0.0039426730
1624,0.4144127823,0.0329657300,0.0043445311,0.2500095509,0.1524820311,0.0895045701,0.0274896177,0.0195797703,0.0018979130,0.0073135035
1625,0.0504112007,0.8364603667,0.0234598596,0.0299655376,0.0199649605,0.0048221811,0.0164862664,0.0010106256,0.0157298478,0.0016891542
1626,0.8693432789,0.0135425703,0.0002843107,0.0025592534,0.0092965224,0.0103843878,0.0247633215,0.0641279078,0.0001755026,0.0055229446
1627,0.8309214189,0.0921325654,0.0042196971,0.0046959808,0.0149157564,0.0084191670,0.0127503237,0.0077799205,0.0003986464,0.0237665237
1628,0.7712434003,0.0730737695,0.0665579454,0.0019026864,0.0218266032,0.0036121578,0.0209708013,0.0165086208,0.0009661082,0.0233379070
1629,0.0403095395,0.0573327045,0.7891146655,0.0065918882,0.0208157096,0.0390548571,0.0122887881,0.0012981062,0.0239478351,0.0092459061
1630,0.5256491616,0.0510433602,0.0038117571,0.1186199904,0.0737328036,0.0542516779,0.0441455918,0.1136726232,0.0021064521,0.0129665821
1631,0.1897391065,0.0523172569,0.4840030760,0.0058105015,0.0438379427,0.0693118476,0.0465520780,0.0173393615,0.0855339938,0.0055548355
1632,0.0567410583,0.0275350691,0.0129246011,0.6072116757,0.0201322373,0.1520094880,0.0456571043,0.0183418337,0.0030541548,0.0563927777
1633,0.0976154707,0.0538196239,0.6970023066,0.0019008421,0.0298410305,0.0260535898,0.0284028938,0.0030016466,0.0555270095,0.0068355864
1634,0.2210080127,0.0305515826,0.0215518534,0.1799599148,0.1835193187,0.1228656788,0.0981832808,0.0798106945,0.0167244262,0.0458252374
1635,0.9545393132,0.0108093909,0.0001041526,0.0005998306,0.0051954124,0.0004586519,0.0061277194,0.0191226172,0.0008148482,0.0022280635
1636,0.2186159270,0.0842257321,0.0122830673,0.2193778316,0.0773483246,0.0221028683,0.2125501150,0.0942983678,0.0059076927,0.0532900737
1637,0.9146947215,0.0092255181,0.0018940923,0.0046674647,0.0234618517,0.0274862139,0.0035411025,0.0096440610,0.0003704040,0.0050145703
1638,0.8537618976,0.0180095773,0.0002999999,0.0056693023,0.0148407417,0.0043071181,0.0370542997,0.0619648700,0.0001974282,0.0038947652
1639,0.8998431785,0.0660622700,0.0008818572,0.0039578717,0.0092760066,0.0084922376,0.0081612247,0.0008974869,0.0002438775,0.0021839892
1640,0.0057252279,0.0022746773,0.9686181030,0.0007106157,0.0015364407,0.0068819664,0.0025319934,0.0002317459,0.0110201564,0.0004690733
1641,0.8952968253,0.0553143740,0.0059591756,0.0034685816,0.0125751083,0.0155434953,0.0046242843,0.0037533402,0.0021766832,0.0012881322
1642,0.0967632499,0.5124009178,0.2364029917,0.0169908820,0.0250085834,0.0084584966,0.0184387557,0.0021876048,0.0655812215,0.0177672968
1643,0.8288264205,0.0644500550,0.0021628018,0.0017246700,0.0557697668,0.0028920951,0.0223857286,0.0102164739,0.0003607210,0.0112112674
1644,0.1937073067,0.2340925330,0.0414013401,0.3215910255,0.0371463049,0.1097425588,0.0251351213,0.0142771697,0.0089044897,0.0140021503
1645,0.2870832220,0.1897203376,0.0507128217,0.3085624342,0.0271968269,0.0857802856,0.0309471247,0.0022955846,0.0058453532,0.0118560093
1646,0.7893177179,0.0266923311,0.0113176616,0.0063226904,0.0204301696,0.0698238892,0.0378949763,0.0248924534,0.0036336792,0.0096744312
1647,0.3737717190,0.1066975857,0.0166842644,0.1897440002,0.0276948861,0.1522824705,0.0583720934,0.0317454836,0.0116081736,0.0313993235
1648,0.8481396777,0.0263920981,0.0054674813,0.0086621462,0.0535321838,0.0175256343,0.0240164988,0.0055087956,0.0006823290,0.0100731552
1649,0.4738780699,0.0303498881,0.0032186579,0.2551426713,0.0286586833,0.0945809249,0.0169377531,0.0677831321,0.0020249626,0.0274252567
1650,0.8947610195,0.0089806157,0.0027972748,0.0042616494,0.0296665501,0.0089266115,0.0203724994,0.0257873875,0.0006809559,0.0037654363
1651,0.4186272190,0.0186724143,0.0058348214,0.0671361481,0.0495006519,0.2133529217,0.0213536740,0.1810408475,0.0078254785,0.0166558236
1652,0.8353715683,0.0257120043,0.0297473838,0.0061230244,0.0356393819,0.0123821047,0.0329720629,0.0032330247,0.0053226997,0.0134967454
1653,0.4147718599,0.0132848210,0.0408298487,0.0544256463,0.0754447764,0.2438175143,0.0420505503,0.0944943269,0.0078406085,0.0130400477
1654,0.1653225047,0.6009769446,0.0320679819,0.0644626937,0.0088296564,0.0093749540,0.0149369476,0.0033382640,0.0766956386,0.0239944147
1655,0.8860209265,0.0255019077,0.0020333647,0.0071859486,0.0148829330,0.0133114159,0.0295544875,0.0142419901,0.0015417993,0.0057252268
1656,0.0217360716,0.8383248951,0.1139391492,0.0009850265,0.0015874322,0.0037769586,0.0031917639,0.0000604483,0.0158449204,0.0005533342
1657,0.7038207129,0.0418221272,0.0087069611,0.0206531039,0.0690115320,0.0264468168,0.0450602565,0.0391393882,0.0085239057,0.0368151956
1658,0.8037546226,0.0306274536,0.0019054199,0.0041309674,0.0544914568,0.0029549209,0.0214976964,0.0768660481,0.0007476439,0.0030237704
1659,0.1290953309,0.0272180898,0.0122255975,0.5797389112,0.0334683173,0.1198240416,0.0350751599,0.0484342751,0.0039403606,0.0109799162
1660,0.2902570989,0.0478350572,0.0077166136,0.4714326192,0.0209207289,0.1275957315,0.0201902855,0.0050561147,0.0019423683,0.0070533822
1661,0.1538952337,0.7977435473,0.0223853843,0.0013426461,0.0022232973,0.0003070773,0.0186260049,0.0003593415,0.0012308979,0.0018865697
1662,0.0711002213,0.4840078711,0.1198156905,0.1000087011,0.0150321038,0.1774099587,0.0112694880,0.0016445588,0.0138847439,0.0058266628
1663,0.4542014040,0.0167842300,0.0040570769,0.0429748604,0.2284919470,0.1024522202,0.0556392054,0.0738503275,0.0016739551,0.0198747736
1664,0.0189232593,0.0391186827,0.8753400930,0.0072423750,0.0074630701,0.0261435096,0.0185541047,0.0018078325,0.0017719535,0.0036351195
1665,0.3122493535,0.0666804683,0.0098292952,0.0750599418,0.3147476753,0.0243502340,0.1713578520,0.0064153983,0.0064336694,0.0128761122
1666,0.2482231358,0.0222780249,0.0468519041,0.0385198023,0.0569243452,0.1242805878,0.0329883084,0.3910853774,0.0124914981,0.0263570160
1667,0.9103210640,0.0525179509,0.0018061360,0.0045677701,0.0140863266,0.0016069230,0.0084629581,0.0044523691,0.0003082185,0.0018702835
1668,0.8364687420,0.0693001963,0.0102022443,0.0059712694,0.0084838464,0.0384703555,0.0223937668,0.0031669158,0.0012049872,0.0043376763
1669,0.8811087144,0.0174885475,0.0029001700,0.0050751352,0.0311693636,0.0055077134,0.0418399332,0.0098984086,0.0003160015,0.0046960126
1670,0.2930312009,0.0075712706,0.0054972216,0.1010145219,0.1837103625,0.0723965476,0.0550418123,0.2185095319,0.0086222250,0.0546053056
1671,0.8222474507,0.0338512397,0.0063598675,0.0077050085,0.0582281674,0.0168299168,0.0158131392,0.0087409216,0.0181575027,0.0120667858
1672,0.8644700928,0.0256019200,0.0016173302,0.0090661445,0.0088057094,0.0046736696,0.0483784950,0.0192950991,0.0008884825,0.0172030569
1673,0.8533870223,0.0257715191,0.0063655103,0.0105005996,0.0058387680,0.0239261293,0.0199059391,0.0364619977,0.0010391589,0.0168033557
1674,0.5212197334,0.2851478830,0.0156437646,0.0061326683,0.0645083294,0.0319416045,0.0476514651,0.0056366465,0.0005687019,0.0215492034
1675,0.9227837838,0.0155695343,0.0092527431,0.0010640484,0.0138706285,0.0053524479,0.0209861259,0.0040161360,0.0005412481,0.0065633041
1676,0.4780309643,0.0180332795,0.0015687775,0.0353986144,0.1462585337,0.0236312208,0.0616479424,0.1981923775,0.0069632317,0.0302750582
1677,0.7672900126,0.1582721523,0.0046043681,0.0168745856,0.0240634374,0.0121385990,0.0130785186,0.0016136863,0.0007540822,0.0013105579
1678,0.0220105767,0.0099322555,0.8823987396,0.0052959708,0.0036134198,0.0355488772,0.0094192687,0.0043965644,0.0168802287,0.0105040986
1679,0.0760617008,0.0885584186,0.0586850633,0.1559204699,0.0830422421,0.4525046660,0.0321816046,0.0034690423,0.0153866012,0.0341901911
1680,0.1244178701,0.0237172952,0.0049694717,0.5310415493,0.0669751131,0.1226381266,0.0494960191,0.0161930694,0.0040331603,0.0565183253
1681,0.8043892222,0.0159321522,0.0034828821,0.0023381126,0.0202897404,0.0046587634,0.0306211673,0.1066989165,0.0001902854,0.0113987579
1682,0.8404534681,0.0644599476,0.0108301500,0.0054869119,0.0207998540,0.0098436221,0.0118417806,0.0306482446,0.0008604585,0.0047755627
1683,0.5118929975,0.0490449945,0.0048718764,0.0043337781,0.0234525679,0.0457837778,0.0442442456,0.2762597532,0.0044942417,0.0356217673
1684,0.6314588170,0.0401889995,0.0112165881,0.0570392314,0.0719255663,0.0625384456,0.0366746417,0.0486869130,0.0073304222,0.0329403753
1685,0.4781573230,0.0963389546,0.0257452727,0.1122343609,0.0859837176,0.0955149080,0.0533960547,0.0028622466,0.0099345940,0.0398325679
1686,0.1437253419,0.0903529190,0.5603911754,0.0180110076,0.0173822132,0.1147347658,0.0227382120,0.0194954198,0.0023244293,0.0108445159
1687,0.1888555731,0.0104165116,0.0096019564,0.0141082519,0.1173910446,0.3189518132,0.0431250047,0.2366111356,0.0156208952,0.0453178137
1688,0.2620783762,0.3814207093,0.1507045841,0.0646233800,0.0308790341,0.0457794230,0.0340356575,0.0017041904,0.0078000301,0.0209746154
1689,0.8600409989,0.0402943224,0.0119154270,0.0035859474,0.0358025699,0.0081529655,0.0118735692,0.0226751957,0.0014843298,0.0041746742
1690,0.9356436816,0.0124657197,0.0008344718,0.0050894991,0.0247724798,0.0049751100,0.0076465662,0.0044052725,0.0021487351,0.0020184641
1691,0.1171509653,0.1356451365,0.1632000758,0.0544686126,0.2279401427,0.0628638638,0.1686121906,0.0217687848,0.0229200580,0.0254301699
1692,0.0889148170,0.7379412392,0.0155320559,0.0541771950,0.0155377977,0.0521287612,0.0149770594,0.0011722363,0.0150080396,0.0046107988
1693,0.2276920592,0.2398352702,0.0147767330,0.2063506067,0.1280874149,0.0215387398,0.1003648981,0.0189920735,0.0045208612,0.0378413434
1694,0.0605809330,0.0349841404,0.4527549553,0.0796209395,0.0443514585,0.1746207599,0.0233901260,0.0031486603,0.1128941903,0.0136538369
1695,0.9146814224,0.0342582272,0.0013240187,0.0092850768,0.0037018391,0.0070228224,0.0171449996,0.0082997808,0.0005053750,0.0037764379
1696,0.0135204127,0.0074037265,0.9392125924,0.0036858772,0.0028163533,0.0226988853,0.0038296168,0.0006638289,0.0031188074,0.0030498994
1697,0.1684613435,0.7690183372,0.0208702293,0.0211944823,0.0016794653,0.0078247495,0.0071798645,0.0003884211,0.0026574170,0.0007256902
1698,0.6623954543,0.0219455210,0.0109071881,0.0051693070,0.1427160155,0.0062189012,0.0156691612,0.1106652317,0.0098264509,0.0144867690
1699,0.5878962476,0.0962215902,0.0014128926,0.0484810669,0.0416212425,0.0337720467,0.0868242485,0.0457037074,0.0010212237,0.0570457339
1700,0.5100547437,0.3132904036,0.0037700063,0.0304703456,0.0180908505,0.0701090950,0.0361214150,0.0014336836,0.0007650641,0.0158943926
1701,0.9011735558,0.0344105247,0.0025392259,0.0017327979,0.0073349372,0.0024213163,0.0070888671,0.0381915556,0.0002117552,0.0048954641
1702,0.6458784015,0.0198617599,0.2194877345,0.0064467559,0.0494186926,0.0300196850,0.0139858593,0.0018137148,0.0115762737,0.0015111227
1703,0.9673032937,0.0217299182,0.0019035410,0.0009960833,0.0021783468,0.0004401600,0.0031065738,0.0006624826,0.0000316999,0.0016479006
1704,0.2001113512,0.3319367453,0.0686740786,0.1644990356,0.0259916476,0.1122839600,0.0391926033,0.0055297500,0.0314883399,0.0202924886
1705,0.8960357980,0.0372441654,0.0003497971,0.0049258273,0.0120048355,0.0042919518,0.0194669484,0.0127088039,0.0001572048,0.0128146677
1706,0.3572343155,0.1112957639,0.0126980095,0.2951114500,0.0636396121,0.0504935436,0.0910012458,0.0035975610,0.0055504240,0.0093780744
1707,0.1644988828,0.5190835760,0.0276083464,0.0498702606,0.0559297460,0.1518333539,0.0182246575,0.0019999893,0.0064588908,0.0044922967
1708,0.8301369635,0.0530107189,0.0137257118,0.0018766485,0.0202274740,0.0103799512,0.0243121192,0.0230665946,0.0005585837,0.0227052347
1709,0.2703492764,0.0895163157,0.0720294285,0.0581577678,0.0545971997,0.1939052505,0.0924832188,0.0758856078,0.0511114512,0.0419644836
1710,0.9116755085,0.0163884652,0.0055752763,0.0010388969,0.0082291388,0.0035619488,0.0115788166,0.0306881376,0.0005786712,0.0106851402
1711,0.5059869557,0.0397590361,0.0048807795,0.0064294377,0.0615265010,0.0181256708,0.0236539791,0.3298403539,0.0034285628,0.0063687234
1712,0.6879942681,0.0786977401,0.0039658840,0.0823446226,0.0525082130,0.0208078412,0.0321374688,0.0122800646,0.0040911026,0.0251727951
1713,0.1024749844,0.0642385024,0.6549732352,0.0092014296,0.0302971360,0.0579342547,0.0241301042,0.0031954106,0.0478270226,0.0057279203
1714,0.3049629690,0.0739246517,0.2215517523,0.0173664958,0.0239197361,0.3207125364,0.0133792297,0.0071668206,0.0090863327,0.0079294756
1715,0.8024802919,0.0234579733,0.0055975316,0.0031885126,0.0530234745,0.0334628612,0.0133942131,0.0598269967,0.0012099418,0.0043582033
1716,0.7293039457,0.0619901986,0.0045308914,0.0105399890,0.0263297415,0.0203507219,0.1007679973,0.0340318051,0.0019078439,0.0102468656
1717,0.2478523275,0.0239525140,0.0706367857,0.0216641009,0.1541880944,0.1702827925,0.0756471910,0.1689307527,0.0153548215,0.0514906197
1718,0.3779045014,0.0496973094,0.0130953223,0.2076756099,0.0563753999,0.0882722652,0.0758664634,0.0323988809,0.0378910299,0.0608232175
1719,0.0128465879,0.0101883450,0.5334125901,0.0316729903,0.0290209751,0.1100335704,0.0210043875,0.0028182823,0.2441727823,0.0048294889
1720,0.2375777150,0.2990824434,0.3282717836,0.0242197317,0.0101647964,0.0320750625,0.0205961093,0.0034358711,0.0073320665,0.0372444204
1721,0.0579247786,0.8771471808,0.0206940012,0.0038927438,0.0031554794,0.0068407226,0.0069396511,0.0001602949,0.0219377692,0.0013073784
1722,0.3823042820,0.1361576970,0.3407951943,0.0068243169,0.0272195053,0.0148520148,0.0376694984,0.0186829357,0.0026674556,0.0328270999
1723,0.5252244084,0.1316880864,0.0153800303,0.0740204784,0.0306918521,0.1546617374,0.0352714001,0.0257455057,0.0019628187,0.0053536823
1724,0.9524565885,0.0083915978,0.0003904056,0.0040249530,0.0141438132,0.0063299448,0.0039052228,0.0068720718,0.0001523492,0.0033330533
1725,0.9521928036,0.0146547588,0.0007677181,0.0013252131,0.0090608522,0.0046072357,0.0116231452,0.0029469255,0.0000630012,0.0027583465
1726,0.8516335681,0.0067541933,0.0060323556,0.0170832999,0.0100486105,0.0077578107,0.0204366702,0.0425501559,0.0004342220,0.0372691138
1727,0.8873615367,0.0113944216,0.0021675085,0.0045638087,0.0226109065,0.0077523419,0.0339252229,0.0201074942,0.0044332256,0.0056835332
1728,0.5171909791,0.0241198380,0.0129854743,0.0293481337,0.0799600267,0.0419994107,0.0432277468,0.2101687822,0.0022198464,0.0387797622
1729,0.8384127479,0.1201845375,0.0041975526,0.0027800236,0.0097054035,0.0016996458,0.0175683395,0.0028851121,0.0000519146,0.0025147228
1730,0.4338960344,0.2880711501,0.0740871327,0.0135987775,0.0707410951,0.0051637306,0.0470681552,0.0352828447,0.0021092118,0.0299818679
1731,0.5868664015,0.1007025516,0.0113853386,0.0683457955,0.0152800279,0.0507612776,0.0359765163,0.1002890915,0.0022599338,0.0281330657
1732,0.6415493432,0.1968571481,0.0237221182,0.0026104410,0.0767621303,0.0066013917,0.0298485724,0.0047076662,0.0005510426,0.0167901464
1733,0.4773493285,0.1499177807,0.1054636968,0.0359260023,0.0631807177,0.0400439616,0.0517870852,0.0445403100,0.0179949072,0.0137962102
1734,0.0454246325,0.0729185891,0.6213307189,0.0064087391,0.0408775067,0.0366137871,0.0215892073,0.0078871307,0.1404779084,0.0064717803
1735,0.2768544530,0.0158178979,0.0036650485,0.0221818839,0.0959293535,0.0146894641,0.2939199949,0.2544670562,0.0058101265,0.0166647215
1736,0.8778124891,0.0545578659,0.0012527410,0.0073892036,0.0221954397,0.0027193692,0.0189519081,0.0125581625,0.0001384149,0.0024244058
1737,0.5511598615,0.0398108516,0.0045368374,0.0120864321,0.0931897470,0.0177538057,0.1021320416,0.0443418863,0.0021722209,0.1328163158
1738,0.5091212130,0.0094672659,0.0070530244,0.0106241732,0.1383395916,0.1644356287,0.0172462501,0.1366371311,0.0014814128,0.0055943094
1739,0.9431839128,0.0142316428,0.0011728900,0.0016614457,0.0052330640,0.0113043437,0.0060665391,0.0100701591,0.0004666445,0.0066093584
1740,0.3734133241,0.1062732127,0.0117421032,0.0068487075,0.0683682185,0.0069978794,0.1183508987,0.2140463623,0.0039811343,0.0899781591
1741,0.5523358125,0.0142996929,0.0013611207,0.0270451450,0.1436116691,0.0353227129,0.0977802135,0.0835273211,0.0040456690,0.0406706433
1742,0.4904542792,0.3441745968,0.0144497126,0.0215136821,0.0340445109,0.0113961878,0.0597142959,0.0031194194,0.0024576287,0.0186756865
1743,0.2259971290,0.6748889207,0.0421496488,0.0326456661,0.0041828951,0.0094839865,0.0075428888,0.0000992414,0.0024168554,0.0005927682
1744,0.0173347490,0.9506059494,0.0062765248,0.0050253774,0.0036141775,0.0028471243,0.0080602399,0.0004776845,0.0042389233,0.0015192499
1745,0.0682710954,0.8231574303,0.0104499829,0.0269091532,0.0088862772,0.0111377388,0.0392737363,0.0015535022,0.0038101618,0.0065509220
1746,0.9225048099,0.0108174122,0.0001006039,0.0027742739,0.0059912917,0.0031738275,0.0174244359,0.0338236353,0.0004927978,0.0028969120
1747,0.5252058442,0.0412965041,0.0091935133,0.0737318393,0.1274953115,0.0643378431,0.0509743270,0.0538849681,0.0157668242,0.0381130252
1748,0.1994402307,0.0308337676,0.0734514213,0.0320999922,0.1761655978,0.0640713247,0.0476541664,0.2237825206,0.0084624913,0.1440384875
1749,0.4799355644,0.0142642626,0.0087480801,0.1721292632,0.0758647795,0.1293806242,0.0488922516,0.0609992605,0.0023178807,0.0074680331
1750,0.6439462513,0.0333514106,0.0098574386,0.0415578133,0.0351311337,0.0579520733,0.0170301152,0.0672266262,0.0127920592,0.0811550786
1751,0.5084723911,0.1879950388,0.0136252699,0.0377554775,0.1313764460,0.0130860972,0.0640415710,0.0063157753,0.0074976313,0.0298343019
1752,0.7402111639,0.1708082771,0.0008241131,0.0472747238,0.0183334840,0.0023493451,0.0154454210,0.0029888664,0.0004840111,0.0012805946
1753,0.0764814118,0.0275969583,0.2528670998,0.0243366748,0.0421469444,0.1534296879,0.0090457825,0.0037035853,0.4020241933,0.0083676618
1754,0.7429205814,0.0378906509,0.0712109302,0.0017091750,0.0459831035,0.0264733483,0.0237514991,0.0251574057,0.0123769964,0.0125263095
1755,0.1132183739,0.8004554249,0.0599821398,0.0040031307,0.0020645271,0.0033882060,0.0073121376,0.0034086822,0.0019984454,0.0041689323
1756,0.5693252028,0.0099125586,0.0031061689,0.0092769735,0.0234714585,0.0439899282,0.0651906787,0.1982089389,0.0119946274,0.0655234646
1757,0.4983590413,0.0886086441,0.0309173349,0.0150073669,0.2052984302,0.0407801765,0.0302292203,0.0074824610,0.0548304137,0.0284869110
1758,0.8997448537,0.0230732583,0.0002359514,0.0020879970,0.0070015615,0.0017692355,0.0220298199,0.0395329420,0.0002614546,0.0042629262
1759,0.3143969021,0.0371873218,0.0647739179,0.0295837995,0.0568735959,0.0639729930,0.0223563204,0.3710859354,0.0027074732,0.0370617408
1760,0.0968682781,0.0755426860,0.0129623808,0.4679923538,0.0472896793,0.1321395220,0.0571729741,0.0364175320,0.0219720423,0.0516425516
1761,0.2551415016,0.0276458867,0.3941358178,0.0097747014,0.0274021255,0.0860321269,0.0319881887,0.0868576714,0.0680509475,0.0129710325
1762,0.9781471047,0.0099026663,0.0000827915,0.0002327176,0.0031217872,0.0005794180,0.0061639003,0.0009048355,0.0001635409,0.0007012381
1763,0.9127036491,0.0360362167,0.0010510042,0.0097124146,0.0169110203,0.0090583713,0.0065473018,0.0038284091,0.0002929192,0.0038586938
1764,0.6104470098,0.0052336388,0.0020935153,0.0142868953,0.0363953287,0.0797327273,0.0780951688,0.1403108202,0.0058619074,0.0275429884
1765,0.0309062228,0.8512112965,0.0157644240,0.0696478087,0.0034019789,0.0129299310,0.0124112064,0.0003527744,0.0021051649,0.0012691926
1766,0.0274304004,0.2736567487,0.6497344667,0.0018220781,0.0022435000,0.0097291707,0.0112356590,0.0006422413,0.0225280998,0.0009776354
1767,0.1724206913,0.0188557408,0.0472134717,0.0482560103,0.1176685301,0.1121914078,0.0558463967,0.3162675571,0.0297072444,0.0815729499
1768,0.1560399026,0.0459267018,0.5156102200,0.0819962681,0.0184637053,0.0686286651,0.0219022778,0.0103659094,0.0642888842,0.0167774657
1769,0.9539174851,0.0132191081,0.0007885643,0.0070387477,0.0108965254,0.0038357253,0.0051022823,0.0031562433,0.0002133784,0.0018319401
1770,0.4307742892,0.0787658556,0.0632665719,0.0200415055,0.0946645854,0.0390572974,0.0424208973,0.1197139207,0.0080089138,0.1032861632
1771,0.7874451271,0.1016403851,0.0350507661,0.0131369607,0.0089821291,0.0261323839,0.0106554785,0.0111716039,0.0013324234,0.0044527421
1772,0.7615628311,0.0336847464,0.0009874375,0.0276180849,0.0517657355,0.0515210889,0.0310064364,0.0296326340,0.0060986213,0.0061223841
1773,0.3038382342,0.6442041174,0.0117785121,0.0034510867,0.0028300515,0.0072941886,0.0200020685,0.0011661421,0.0004206572,0.0050149417
1774,0.6164457479,0.0736423680,0.0117529032,0.0956401547,0.0571330187,0.0436921930,0.0354839105,0.0133159379,0.0019926333,0.0509011328
1775,0.0488174120,0.0412832695,0.5510575949,0.0136185806,0.0162198795,0.0328121570,0.0141097082,0.0032439628,0.2728831316,0.0059543039
1776,0.5959458341,0.0464857263,0.0055580279,0.0022215378,0.0202440757,0.0123365239,0.0410244824,0.2567803818,0.0012200382,0.0181833718
1777,0.9213170550,0.0161587661,0.0005433641,0.0103360805,0.0081753499,0.0069271525,0.0177671536,0.0097882447,0.0009438031,0.0080430306
1778,0.8578373402,0.0520453990,0.0095651052,0.0097696745,0.0085717128,0.0073923008,0.0154340964,0.0255363432,0.0023444532,0.0115035747
1779,0.2865370163,0.0312305262,0.0059413042,0.0130814695,0.1032456394,0.1173875166,0.0201674354,0.3960279417,0.0167298595,0.0096512912
1780,0.1169526094,0.1434577188,0.0195561048,0.3871161326,0.0775528610,0.1369988963,0.0842639321,0.0106304299,0.0109205716,0.0125507434
1781,0.0550383236,0.3986709006,0.1345326908,0.0240589896,0.0151299033,0.2259156682,0.0206754267,0.0043500461,0.1143399598,0.0072880913
1782,0.9716686721,0.0152680307,0.0008651645,0.0001996544,0.0069105221,0.0006893686,0.0027769995,0.0004622640,0.0000724459,0.0010868782
1783,0.7722477143,0.0898587041,0.0050393246,0.0246414127,0.0267495722,0.0473422750,0.0212135308,0.0088601999,0.0025181568,0.0015291097
1784,0.9187297925,0.0159637011,0.0167504392,0.0092122787,0.0044205549,0.0063949647,0.0065352458,0.0033343998,0.0020702603,0.0165883631
1785,0.4862238236,0.1426591785,0.0152393210,0.0393004330,0.0812702736,0.0467347422,0.0751215503,0.0753888109,0.0111504593,0.0269114075
1786,0.7991985725,0.0066316040,0.0004768968,0.0073462475,0.0322992008,0.0144105922,0.0525440517,0.0742768803,0.0007758491,0.0120401052
1787,0.1881470063,0.0616925450,0.1733337946,0.0132035003,0.0747443134,0.3745031825,0.0259473484,0.0023590214,0.0769111886,0.0091580995
1788,0.8025905336,0.0480974056,0.0133149387,0.0181768818,0.0816262664,0.0101813089,0.0151498194,0.0037837787,0.0035935135,0.0034855533
1789,0.5067483950,0.0337266056,0.0043159609,0.0151672475,0.1873521350,0.0272270922,0.0221681987,0.1677335680,0.0117762566,0.0237845405
1790,0.5463655996,0.2130714521,0.0090893218,0.0616035654,0.0288927370,0.0581185563,0.0378440093,0.0167735579,0.0209131452,0.0073280554
1791,0.7840910002,0.0591656875,0.0170036579,0.0028962184,0.0509738054,0.0031509217,0.0240573817,0.0332497023,0.0031643353,0.0222472896
1792,0.1340520655,0.0567298737,0.1718821982,0.0255352335,0.0482684950,0.1288817644,0.0380648919,0.0523142954,0.2778919798,0.0663792026
1793,0.0038099615,0.0255637342,0.8959571294,0.0005990067,0.0054327730,0.0101037952,0.0039734555,0.0003918524,0.0527163577,0.0014519344
1794,0.7672515623,0.0698341470,0.0238991166,0.0100668399,0.0507580018,0.0093464050,0.0316105092,0.0190446247,0.0033990185,0.0147897750
1795,0.0784847307,0.1091785890,0.4582115564,0.0134422016,0.0639465199,0.0293785639,0.0843566308,0.0021067730,0.1524791224,0.0084153122
1796,0.9702848670,0.0124676389,0.0005634419,0.0017075429,0.0037905879,0.0015248879,0.0047503790,0.0036091543,0.0004281641,0.0008733361
1797,0.7829679050,0.1847491269,0.0012546439,0.0010864687,0.0108875092,0.0023463530,0.0061466018,0.0021131992,0.0003628719,0.0080853204
1798,0.4304743696,0.0209629743,0.0058835243,0.2861332213,0.0908055761,0.0955471495,0.0442382837,0.0098144158,0.0043362499,0.0118042355
1799,0.2004029628,0.1789510480,0.4095171212,0.0349682681,0.0583934438,0.0307159364,0.0463262926,0.0079409149,0.0271367571,0.0056472550
1800,0.6320510764,0.1133603232,0.0470969622,0.0066493693,0.1583127604,0.0051119870,0.0231251036,0.0030364307,0.0038489055,0.0074070817
1801,0.8976988488,0.0146071800,0.0002348613,0.0038149284,0.0054944445,0.0027473411,0.0147130886,0.0503869091,0.0010875912,0.0092148069
